"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United States","USA","2010","22.103",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","United States","USA","2005","25.588",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Uruguay","URY","2017","17.658",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Uruguay","URY","2010","23.200",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Uruguay","URY","2009","25.769",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Uruguay","URY","2008","26.860",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Uruguay","URY","2007","26.977",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Uzbekistan","UZB","2018","17.834",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Venezuela, RB","VEN","2000","53.543",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Viet Nam","VNM","2016","26.431",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Viet Nam","VNM","2015","48.222",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Virgin Islands (U.S.)","VIR","2007","42.857",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2018","45.607",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2017","48.291",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2016","49.952",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2015","49.197",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2012","48.276",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2011","45.950",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2010","46.629",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2009","43.394",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2008","41.462",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2007","37.600",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2004","53.712",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2003","46.791",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2001","52.680",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","2000","52.285",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","West Bank and Gaza","PSE","1999","47.556",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Zimbabwe","ZWE","2015","46.115",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Zimbabwe","ZWE","2012","31.926",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Zimbabwe","ZWE","2011","33.359",""
"Female share of graduates in Information and Communication Technologies programmes, tertiary (%)","UIS.FGP.5T8.F600","Zimbabwe","ZWE","2010","47.122",""
